#############################################################################
# Project CNPq: Increasing PHC with team sizing
# Author: João Flávio de Freitas Almeida <joao.flavio@dep.ufmg.br>
# LEPOINT: Laboratório de Estudos em Planejamento de Operações Integradas
# Departamento de Engenharia de Produção
# Universidade Federal de Minas Gerais - Escola de Engenharia
#############################################################################
# Health Care Facility Location Problem: Considering fixed facilities,
# choose intermediate facilities according a criteria that improve service
# quality. Consider health care teams.
#############################################################################
# glpsol -m aps.mod -d LS.dat --cuts

#############################################################################
# DADOS REFERENTES AO MUNICIPIO DE: 
# Contagem 
#############################################################################
data;
# Distance matrix between same-level facilities (for team transfer) 
# {EL[1], L[1]} default 0; # Distance between L1 facilities (min)  
param DL1 := 
3118602190990 3118602190990 0 
3118602190990 3118602191229 520 
3118602190990 3118602190591 1088 
3118602190990 3118602190567 3148 
3118602190990 3118602190532 4093 
3118602190990 3118602190494 4895 
3118602190990 3118602190869 3561 
3118602190990 3118602190605 4199 
3118602190990 3118602190109 3526 
3118602190990 3118607116306 6599 
3118602190990 3118602190931 6264 
3118602190990 3118602190923 7258 
3118602190990 3118602190893 8437 
3118602190990 3118602190486 6351 
3118602190990 3118602190915 8750 
3118602190990 3118602190222 7688 
3118602190990 3118604696077 4218 
3118602190990 3118602191024 4868 
3118602190990 3118602190478 5342 
3118602190990 3118602190389 5907 
3118602190990 3118607110316 6946 
3118602190990 3118602220261 3952 
3118602190990 3118602190397 5783 
3118602190990 3118602190176 4001 
3118602190990 3118602191059 3396 
3118602190990 3118602191040 4186 
3118602190990 3118602190451 7690 
3118602190990 3118602190206 8098 
3118602190990 3118602190524 9116 
3118602190990 3118602190400 7288 
3118602190990 3118602190966 8955 
3118602190990 3118602190877 8098 
3118602190990 3118602190826 12719 
3118602190990 3118602190729 15425 
3118602190990 3118602190656 15425 
3118602190990 3118602190834 15182 
3118602190990 3118602190710 15153 
3118602190990 3118602190796 15404 
3118602190990 3118602190648 15723 
3118602190990 3118602190818 12218 
3118602190990 3118602190885 6963 
3118602190990 3118607053355 8955 
3118602190990 3118602190192 6173 
3118602190990 3118602190214 5585 
3118602190990 3118602190680 5920 
3118602190990 3118602190753 4391 
3118602190990 3118602190141 6465 
3118602190990 3118602220245 3001 
3118602190990 3118602190788 0 
3118602190990 CLU_2943 1746 
3118602190990 CLU_2961 3577 
3118602190990 CLU_2970 4711 
3118602190990 CLU_2971 4890 
3118602190990 CLU_3051 4868 
3118602190990 CLU_3055 5006 
3118602190990 CLU_3060 5361 
